"holder","segment","hectares","licenses","mining_lics","main_commodities","lics_in_default_2025","status"
"GABBRO VENTURES LIMITED","gemstones","40136","5","0","Copper/Gold/Malachite","0","researched_no_channel"
"DIEN MINING COMPANY LIMITED","gold","39718","2","0","Gold/Zinc/Cobalt","0","researched_no_channel"
"OMNI METALS LIMITED","critical_battery","39632","1","0","Manganese/Silver/Zinc","1","never_researched"
"Goldline Mining Limited","gold","39508","4","0","Silver/Copper/Cobalt","1","researched_no_channel"
"Mwinu Mines Limited","gemstones","39371","1","0","Lead/Iron Ore/Anhydrite","1","never_researched"
"Sunhouse Investment Limited","critical_battery","39340","1","0","Limestone (General)/Lead/Zinc","1","never_researched"
"EZULU Mining Limited","gemstones","38775","5","0","Copper/Gold/Iron Ore","0","researched_no_channel"
"Sino Great Logistics Company Limited","gemstones","38558","4","2","Talc-Soapstone/Coal/Limestone (General)","0","researched_no_channel"
"FAMS Mining Zambia Limited","critical_battery","38442","2","0","Nickel/Manganese/Silver","1","researched_no_channel"
"Afro Wealth Limited","gemstones","38410","2","0","Gold/Zinc/Coal","2","researched_no_channel"
"Wise Suppliers Company Limited","gemstones","38124","3","0","Cobalt/Copper/Gold","0","researched_no_channel"
"elements mining development and innovation limited","critical_battery","37936","3","0","Gold/Copper/Cobalt","0","researched_no_channel"
"Investec Technical Services Limited","gemstones","37767","1","0","Limestone (General)/Lead/Iron Ore","1","never_researched"
"Insofu Mining Limited","gold","37255","1","0","Silver/Uranium/Gold","0","never_researched"
"Kangila Investments Limited","gemstones","37033","3","0","Gold/Zinc/Cobalt","0","researched_no_channel"
"Miratorg Investments Limited","gemstones","37009","2","0","Lithium/Manganese/Lead","0","researched_no_channel"
"Bespoke Mining Limited","gemstones","37008","4","0","Gold/Copper/Manganese","0","researched_no_channel"
"Lucky crystal investments Limited","gemstones","36896","4","0","Copper/Cobalt/Amethyst","1","researched_no_channel"
"Magnus Mining Limited","gemstones","36804","2","0","Manganese/Quartz/Limestone (General)","1","researched_no_channel"
"Big Bang Minerals Limited","gemstones","36791","2","0","Quartz/Tourmaline/Zinc","1","researched_no_channel"
"San He Manufacturing Zambia Limited","gemstones","36732","8","3","Copper/Zinc/Manganese","3","researched_no_channel"
"Zambezi Mint Investment Limited","critical_battery","36662","1","0","Nickel/Silver/Zinc","0","never_researched"
"BONSE MINING LIMITED","critical_battery","36389","1","0","Quartz/Manganese/Zinc","1","never_researched"
"Changa Mining Limited","critical_battery","36386","1","0","Iron Ore/Manganese/Gold","0","never_researched"
"Growth Box Investment Limited","critical_battery","36087","3","0","Lead/Manganese/Zinc","3","researched_no_channel"
"Unirate Investments Limited","gemstones","36066","2","0","Iron Ore/Gold/Manganese","2","researched_no_channel"
"Sino-Kasempa Minerals Limited","critical_battery","35820","2","1","Gold/Zinc/Copper","1","researched_no_channel"
"ZCCM IH Plc","gemstones","35819","1","0","Manganese/Limestone (General)/Silver","1","never_researched"
"Dharti Mining Limited","gemstones","35704","2","1","Zinc/Beryllium/Emerald","2","researched_no_channel"
"OSPREY RESOURCES LIMITED","critical_battery","35560","2","2","Silver/Uranium/Gold","2","researched_no_channel"
"Radiant King Mining Zambia Limited","gemstones","35544","2","0","Manganese/Iron Ore/Rare EarthsElements","1","researched_no_channel"
"Geotech Mining Limited","gemstones","35418","3","0","Gold/Zinc/Cobalt","0","researched_no_channel"
"Likanta Resources Limited","critical_battery","35395","1","0","Sand and Gravel/Rare EarthsElements/Niobium (Columbium)","1","never_researched"
"Basmel Mining and Construction Limited","critical_battery","35206","3","0","Manganese/Gold/Copper","2","researched_no_channel"
"CHITETA MINING COMPANY LIMITED","gold","34574","1","0","Gold/Copper/Cobalt","0","researched_no_channel"
"MM Homes Management Limited","gemstones","34473","4","0","Manganese/Lead/Copper","3","researched_no_channel"
"Rajeev Minerals Limited","critical_battery","34360","4","0","Limestone (General)/Iron Ore/Molding","1","researched_no_channel"
"Srinibash Resources Zambia Limited","gemstones","34337","4","0","Copper/Gold/Lead","1","researched_no_channel"
"Brooks Commodities Limited","gold","34225","1","0","Iron Ore/Lead/Limestone (General)","1","researched_no_channel"
"Central Africa Renewable Energy Corporation Limited","critical_battery","34181","1","0","Nickel/Uranium/Zinc","1","never_researched"
"Neptune  Iron Ore Mining LTD","gemstones","33788","2","0","Zinc/Gold/Copper","0","researched_no_channel"
"THORAS RESOURCES AND MINERALS LIMITED","gemstones","33590","3","0","Cobalt/Gold/Copper","0","researched_no_channel"
"Ganzhou Investments Limited","gemstones","33383","3","0","Manganese/Lead/Zinc","0","researched_no_channel"
"Freca Mining & Manufacturing Limited","critical_battery","32964","3","2","Copper/Nickel/Silver","2","researched_no_channel"
"DAMATECH MINING LIMITED","gemstones","32817","4","0","Platinum/Lead/Zinc","0","researched_no_channel"
"Mabwetuba Investments Limited","gemstones","32705","4","0","Gold/Copper/Cobalt","2","researched_no_channel"
"Century Minerals And Metals Mining Limited","critical_battery","32666","1","0","Nickel/Manganese/Limestone (General)","0","researched_no_channel"
"Momentum  Mining Services  Limited","critical_battery","32597","1","0","Nickel/Manganese/Zinc","1","never_researched"
"Yuanhua Investment Limited","gemstones","32357","4","2","Cobalt/Copper/Quartz","2","researched_no_channel"
"Environmental Spirit Strategies Limited","gold","32314","1","0","Gold/Zinc/Cobalt","1","never_researched"
"Prasine Mineral Limited","gemstones","32279","5","0","Gold/Copper/Cobalt","0","researched_no_channel"
"San He (Zambia) Limited","critical_battery","32155","6","4","Manganese/Copper/Cobalt","4","researched_no_channel"
"HANSI MINING ZAMBIA LIMITED","gemstones","31933","4","0","Cobalt/Copper/Gold","0","researched_no_channel"
"Israma Ventures Limited","gemstones","31754","3","0","Copper/Gold/Nickel","0","researched_no_channel"
"Zhongdi Mining Group Corp.Ltd","critical_battery","31535","1","0","Silver/Manganese/Zinc","1","never_researched"
"Mining Ventures Company Limited","gemstones","31304","4","0","Manganese/Zinc/Gold","4","researched_no_channel"
"Randn Cooperate Zambia Limited","critical_battery","31299","2","0","Nickel/Anhydrite/Zinc","2","researched_no_channel"
"Kwisano Resources Limited","gemstones","31237","4","0","Silver/Manganese/Nickel","0","researched_no_channel"
"Zhengying Mining Limited","gemstones","30768","3","0","Iron Ore/Lead/Manganese","0","researched_no_channel"
"Rio Resources Zambia Limited","critical_battery","30759","7","2","Manganese/Cobalt/Zinc","4","researched_no_channel"
"Zambian North Mining Corporation Limited","critical_battery","30723","1","0","Manganese/Uranium/Zinc","0","never_researched"
"Sundell Investment Limited","critical_battery","30496","2","0","Manganese/Copper/Iron Ore","0","researched_no_channel"
"Crustern Investments Limited","critical_battery","30495","4","0","Gold/Copper/Cobalt","1","researched_no_channel"
"Tawakkal Mining Equipments & Auto Spares Limited","gemstones","30460","1","0","Manganese/Limestone (General)/Tin","0","never_researched"
"Muzatinva Investments Limited","gemstones","30241","4","0","Copper/Cobalt/Nickel","1","researched_no_channel"
"Ramt Mining Zambia Limited","gemstones","30221","3","0","Gold/Cobalt/Copper","0","researched_no_channel"
"Nakuru Logistics Limited","gemstones","30155","5","1","Copper/Gold/Nickel","1","researched_no_channel"
"Rainsun Allena Mining Limited","gemstones","29991","3","0","Gold/Copper/Cobalt","0","researched_no_channel"
"Walicho Enterprise Limited","critical_battery","29934","2","0","Gold/Iron Ore/Nickel","2","researched_no_channel"
"Buffalo Hill Investments Limited","critical_battery","29780","1","0","Silver/Manganese/Zinc","0","never_researched"
"MARESTHER MINERAL RESOURCES LIMITED","gold","29724","1","0","Gold/Copper/Cobalt","0","never_researched"
"Diverse Minerals Limited","gemstones","29681","1","0","Silver/Nickel/Manganese","0","never_researched"
"Neba Resources Limited","gemstones","29433","3","0","Manganese/Silver/Zinc","0","researched_no_channel"
"CLS World Link Limited","gemstones","29302","1","0","Niobium (Columbium)/Nickel/Manganese","1","never_researched"
"Armada Minerals Limited","critical_battery","29208","1","0","Platinum/Palladium/Nickel","0","never_researched"
"Elatis Investment Limited","critical_battery","28921","2","0","Quartz/Manganese/Zinc","2","researched_no_channel"
"Pangeni Mineral Resources Limited","gold","28913","1","0","Lead/Zinc/Gold","1","researched_no_channel"
"Wildrock Resources Limited","gemstones","28655","1","0","Quartz/Lead/Iron Ore","1","researched_no_channel"
"Pinak Resources Zambia Limited","critical_battery","28644","1","0","Lead/Manganese/Iron Ore","0","never_researched"
"SELEAD MINING AND QUARRIES LIMITED","gemstones","28576","3","0","Silver/Tourmaline/Copper","0","researched_no_channel"
"Big 3 Lithium Investments Limited","critical_battery","28549","1","0","Tin/Titanium/Niobium (Columbium)","1","researched_no_channel"
"Riverbed Resources Limited","gemstones","28507","3","0","Gold/Malachite/Copper","0","researched_no_channel"
"DIAMOND RESOURCES HOLDING LIMITED","gemstones","28463","2","0","Silver/Gold/Nickel","2","researched_no_channel"
"IVANHOE INVESTMENT LIMITED","gemstones","28406","3","0","Cobalt/Copper/Silver","0","researched_no_channel"
"Lubona Mining Company","gemstones","28347","5","0","Gold/Zinc/Manganese","5","researched_no_channel"
"Chindende Chindende Mineral Company Limited","critical_battery","28273","1","0","Gold/Manganese/Cobalt","0","never_researched"
"KASUNGA MINING LIMITED","gemstones","28224","2","0","Manganese/Zinc/Quartz","0","researched_no_channel"
"Bangweulu Batteries Limited","critical_battery","28191","1","0","Manganese/Lead/Uranium","0","never_researched"
"NTUBU MINERALS LIMITED","gemstones","27978","3","0","Manganese/Zinc/Lead","1","researched_no_channel"
"KATUBELEKE MINING LIMITED","gemstones","27976","2","0","Tin/Copper/Coal","0","researched_no_channel"
"Lekwa Investments Limited","critical_battery","27964","2","0","Gold/Iron Ore/Rare EarthsElements","1","researched_no_channel"
"Alpine  Mining & Exploration Limited","critical_battery","27847","3","0","Coal/Nickel/Silver","2","researched_no_channel"
"Horizon Alliance Resources Limited","gemstones","27771","2","0","Platinum/Nickel/Tantalum","0","researched_no_channel"
"Wayne Investment Limited","critical_battery","27705","4","0","Tin/Cobalt/Copper","3","researched_no_channel"
"Satwant Mining Limited","critical_battery","27689","1","0","Tantalum/Manganese/Tungsten","1","never_researched"
"Agrivas Mineral and Metals Limited","gemstones","27672","3","0","Manganese/Gold/Iron Ore","0","researched_no_channel"
"Tauraus Mineral Resources Limited","critical_battery","27651","6","1","Gold/Copper/Cobalt","1","researched_no_channel"
"Anantaa Mining Limited","critical_battery","27498","2","0","Zinc/Limestone (General)/Manganese","2","researched_no_channel"
"Masccor Construction And Plant Limited","critical_battery","27481","1","0","Manganese/Silver/Copper","1","researched_no_channel"
"Nyami Resources Limited","critical_battery","27472","4","1","Gold/Copper/Cobalt","3","researched_no_channel"
"Zamvictory Investments Limited","gemstones","27386","4","0","Copper/Cobalt/Manganese","1","researched_no_channel"
"PSI MINING LIMITED","critical_battery","27296","1","0","Malachite/Nickel/Zinc","0","never_researched"
"Copper X Resources Limited","base_metals","27254","1","0","Copper","1","researched_no_channel"
"Strong Tower Mining Ltd","gemstones","27227","2","1","Zinc/Nickel/Quartz","1","researched_no_channel"
"Sunrain Purified Construction Limited","gemstones","27217","3","1","Copper/Manganese/Gold","2","researched_no_channel"
"GSY Construction Zambia Limited","critical_battery","27180","3","1","Silver/Zinc/Gold","1","researched_no_channel"
"Buildridge Construction Limited","gemstones","27172","2","0","Iron Ore/Silver/Copper","1","researched_no_channel"
"ZAMDA INDUSTRIES LIMITED","gemstones","27049","2","0","Iron Ore/Silver/Zinc","0","researched_no_channel"
"Kamikochi Mining Zambia Limited","critical_battery","26819","1","0","Lead/Manganese/Zinc","1","never_researched"
"Sabs Global Limited","critical_battery","26753","1","0","Nickel/Uranium/Zinc","1","never_researched"
"MALUNECHA RESOURCES LIMITED","gemstones","26645","4","0","Gold/Copper/Cobalt","0","researched_no_channel"
"TGC Mineral Resources Limited","critical_battery","26187","2","0","Nickel/Zinc/Manganese","2","researched_no_channel"
"Mirkal Enterprises Limited","critical_battery","26060","2","0","Gold/Iron Ore/Cobalt","2","researched_no_channel"
"ZL Mining One Company Limited","critical_battery","26054","4","2","Copper/Iron Ore/Gold","3","researched_no_channel"
"Rishi Resources Limited","critical_battery","25880","1","0","Manganese","1","never_researched"
"Blue Ocean Minerals and Metals Limited","gemstones","25666","6","2","Manganese/Quartz/Copper","1","researched_no_channel"
"Ishmu Mining Company Limited","gemstones","25649","2","1","Malachite/Lead/Iron Ore","0","researched_no_channel"
"Newlight Nominees Zambia Limited","gold","25511","1","0","Limestone (General)/Silver/Zinc","1","never_researched"
"Lekima Zambia Limited","critical_battery","25464","1","0","Lead/Manganese/Zinc","1","never_researched"
"Tsavo Flour Mills Limited","gemstones","25300","4","0","Gold/Copper/Cobalt","0","researched_no_channel"
"Lwibbe Energy Company Limited","critical_battery","25273","3","0","Tin/Coal/Copper","0","researched_no_channel"
"TECHURATE SOLUTIONS LIMITED","critical_battery","25271","2","0","Gold/Copper/Cobalt","0","researched_no_channel"
"Monet Geo Resources Limited","gemstones","25241","2","0","Gold/Silver/Diamond","2","researched_no_channel"
"MJF Exploration & Mining Limited","critical_battery","25238","3","0","Limestone (General)/Lead/Zinc","2","researched_no_channel"
"Dynamo Mining Limited","critical_battery","24987","2","0","Gold/Iron Ore/Rare EarthsElements","0","researched_no_channel"
"Lian Chao and Yue Ventures Limited","critical_battery","24977","1","0","Lead/Manganese/Zinc","0","never_researched"
"Lubuto Landscaping Limited","critical_battery","24866","1","0","Manganese/Silver/Zinc","1","never_researched"
"Raah Women Mining Enterprises","critical_battery","24855","1","1","Manganese/Copper/Cobalt","1","researched_no_channel"
"Bravo Mining Investment Limited","gemstones","24817","1","1","Gold/Tourmaline/Copper","1","researched_no_channel"
"TANAROCK ENTERPRISES LIMITED","gold","24578","1","0","Gold","0","never_researched"
"Mwembeshi Resources Limited","critical_battery","24531","1","1","Platinum Group Metals/Nickel/Zinc","1","researched_no_channel"
"Vinmic Investments Limited","critical_battery","24528","1","0","Iron Ore/Nickel/Silver","1","researched_no_channel"
"Dharani Mining Limited","base_metals","24453","1","1","Lead/Zinc/Iron Ore","0","researched_no_channel"
"EM Mining Corporation Limited","critical_battery","24444","1","0","Nickel/Manganese/Zinc","0","never_researched"
"Musia Minerals Limited","gemstones","24420","1","0","Limestone (General)/Iron Ore/Manganese","0","never_researched"
"F-Net Zambia Limited","critical_battery","24385","2","0","Iron Ore/Lead/Manganese","2","researched_no_channel"
